200, 0.95255, 0.0949, 0.45255, 0.45255, 0.0087
199, 0.9522999999999999, 0.0954, 0.4523, 0.4523, 0.00875
10, 0.9728812249999998, 0.0826, 0.59115, 0.48305, 0.1
20, 0.967920965, 0.0751, 0.58825, 0.484, 0.09995
30, 0.3675115299999999, 0.7632, 0.32485, 0.24645, 0.10005
40, 0.564729585, 0.6144, 0.4174, 0.3243, 0.10005
50, 0.7340658700000001, 0.3442, 0.46165, 0.43425, 0.0996
60, 0.83526887, 0.2402, 0.5313, 0.45675, 0.1
70, 0.8935232399999999, 0.1423, 0.5557, 0.4821, 0.0997
80, 0.70574503, 0.3964, 0.5405, 0.39155, 0.10015
90, 0.77861064, 0.2984, 0.50845, 0.43775, 0.1001
100, 0.325790235, 0.7282, 0.2927, 0.2488, 0.09995
110, 0.8949095250000001, 0.1529, 0.4818, 0.52475, 0.0999
120, 0.82452476, 0.2699, 0.44015, 0.4845, 0.09965
130, 0.5985104600000001, 0.5712, 0.3148, 0.35545, 0.1
140, 0.46316163499999996, 0.7207, 0.2466, 0.28315, 0.10005
150, 0.911136355, 0.1678, 0.49875, 0.5218, 0.09995
160, 0.960896655, 0.0781, 0.4613, 0.4613, 0.01195
170, 0.95645, 0.0871, 0.45645, 0.45645, 0.00965
180, 0.95695, 0.0861, 0.45695, 0.45695, 0.01
190, 0.95235, 0.0953, 0.45235, 0.45235, 0.00875
200, 0.95255, 0.0949, 0.45255, 0.45255, 0.0087
