200, 0.85212463, 0.5929, 0.4113, 0.4866, 0.1
196, 0.84850314, 0.5969, 0.41245, 0.4835, 0.09995
10, 0.68664983, 0.7222, 0.6153, 0.28845, 0.09995
20, 0.7482861800000001, 0.6443, 0.55805, 0.35715, 0.1
30, 0.757225905, 0.6399, 0.5409, 0.3653, 0.1
40, 0.7455540300000001, 0.624, 0.545, 0.36415, 0.1
50, 0.7630584600000001, 0.5989, 0.5459, 0.38145, 0.1
60, 0.7798541649999998, 0.6149, 0.5424, 0.3756, 0.10005
70, 0.74396335, 0.6359, 0.5297, 0.3633, 0.1
80, 0.797241015, 0.5861, 0.51285, 0.4091, 0.09995
90, 0.773443305, 0.6243, 0.52595, 0.37735, 0.1
100, 0.7790611400000002, 0.5926, 0.53395, 0.38835, 0.09995
110, 0.86149578, 0.4256, 0.44585, 0.48165, 0.10005
120, 0.8593782050000001, 0.4335, 0.4524, 0.48115, 0.1
130, 0.837008335, 0.4619, 0.46195, 0.4628, 0.10005
140, 0.85335143, 0.4442, 0.46485, 0.47285, 0.10005
150, 0.8442790800000001, 0.451, 0.459, 0.46575, 0.1
160, 0.8701041900000002, 0.4264, 0.43665, 0.4939, 0.1
170, 0.86839899, 0.4467, 0.42755, 0.49245, 0.10005
180, 0.86123712, 0.4917, 0.4199, 0.4908, 0.1
190, 0.854277225, 0.5547, 0.4197, 0.4901, 0.1
200, 0.85212463, 0.5929, 0.4113, 0.4866, 0.1
