200, 0.953298795, 0.1344, 0.49505, 0.55385, 0.1
199, 0.953359015, 0.1283, 0.49535, 0.5537, 0.1002
10, 0.85901038, 0.3709, 0.55535, 0.4285, 0.0999
20, 0.812912855, 0.4008, 0.53815, 0.41415, 0.10005
30, 0.9243903450000001, 0.2314, 0.55545, 0.4774, 0.1001
40, 0.70643203, 0.6114, 0.471, 0.35865, 0.0999
50, 0.7400812299999999, 0.5022, 0.43005, 0.39415, 0.1001
60, 0.8696097749999999, 0.3101, 0.53735, 0.45105, 0.1
70, 0.832709805, 0.4795, 0.53275, 0.4307, 0.10005
80, 0.7014423, 0.6739, 0.53365, 0.3341, 0.1
90, 0.69945657, 0.6862, 0.46255, 0.34985, 0.1
100, 0.783927965, 0.4816, 0.46965, 0.4124, 0.1
110, 0.9470715250000001, 0.1816, 0.48785, 0.5399, 0.0996
120, 0.94579892, 0.1526, 0.4971, 0.54235, 0.1002
130, 0.9050575000000001, 0.251, 0.4756, 0.51695, 0.1
140, 0.91779058, 0.2026, 0.493, 0.5257, 0.1002
150, 0.9363734149999998, 0.2061, 0.5037, 0.52905, 0.0998
160, 0.936053265, 0.1608, 0.48295, 0.54375, 0.10025
170, 0.945622105, 0.1399, 0.4921, 0.5498, 0.09955
180, 0.9456082100000001, 0.1479, 0.49115, 0.55065, 0.1
190, 0.947750995, 0.1392, 0.4927, 0.55205, 0.1006
200, 0.953298795, 0.1344, 0.49505, 0.55385, 0.1
