200, 0.15602447000000003, 0.9893, 0.0742, 0.1122, 0.09995
196, 0.32966746, 0.9768, 0.0886, 0.1315, 0.10005
10, 0.8917434000000001, 0.4348, 0.6582, 0.3479, 0.1
20, 0.6683614250000001, 0.5398, 0.52575, 0.3509, 0.1
30, 0.63217711, 0.6204, 0.4855, 0.32885, 0.1
40, 0.8152444799999999, 0.3687, 0.56125, 0.4106, 0.1
50, 0.898730835, 0.304, 0.58395, 0.4419, 0.10005
60, 0.555781225, 0.5288, 0.4692, 0.34615, 0.10025
70, 0.7992443999999999, 0.4386, 0.547, 0.39905, 0.1
80, 0.869961815, 0.3567, 0.5361, 0.44685, 0.1
90, 0.9457446450000001, 0.1665, 0.58355, 0.47115, 0.1
100, 0.6866244549999999, 0.4609, 0.50475, 0.38645, 0.10005
110, 0.875193905, 0.2246, 0.47905, 0.50415, 0.0999
120, 0.6721470599999999, 0.5102, 0.3677, 0.39385, 0.1001
130, 0.749695195, 0.3835, 0.43795, 0.4386, 0.0998
140, 0.93873205, 0.15, 0.51785, 0.52335, 0.0998
150, 0.9029154, 0.2088, 0.50115, 0.50695, 0.09995
160, 0.821921955, 0.3322, 0.4333, 0.4784, 0.1
170, 0.8141544850000001, 0.3668, 0.42105, 0.472, 0.0999
180, 0.7172736200000001, 0.6353, 0.3283, 0.4053, 0.1
190, 0.657272215, 0.8101, 0.2479, 0.337, 0.09995
200, 0.15602447000000003, 0.9893, 0.0742, 0.1122, 0.09995
