200, 0.9861169350000001, 0.041, 0.517, 0.56815, 0.10005
199, 0.98996366, 0.0328, 0.5193, 0.56965, 0.0999
10, 0.9090719, 0.2704, 0.57, 0.4504, 0.1
20, 0.942977915, 0.1692, 0.5831, 0.46905, 0.1
30, 0.46592532, 0.6749, 0.3767, 0.29595, 0.1
40, 0.40743505, 0.7362, 0.3593, 0.2659, 0.1
50, 0.899006335, 0.1923, 0.5243, 0.4969, 0.10005
60, 0.91638926, 0.1724, 0.5595, 0.48295, 0.1
70, 0.84507834, 0.2294, 0.53795, 0.4626, 0.10005
80, 0.8999300800000001, 0.2579, 0.5957, 0.4408, 0.09985
90, 0.76634998, 0.318, 0.51045, 0.43955, 0.1
100, 0.458406495, 0.5964, 0.3594, 0.31525, 0.1001
110, 0.94900436, 0.1159, 0.5027, 0.54585, 0.0997
120, 0.89806823, 0.1791, 0.477, 0.52085, 0.0998
130, 0.712087765, 0.4053, 0.3898, 0.427, 0.1
140, 0.916440755, 0.1672, 0.4957, 0.526, 0.10005
150, 0.86469852, 0.2453, 0.47405, 0.49785, 0.1
160, 0.987796975, 0.0421, 0.5163, 0.5676, 0.09965
170, 0.9778398699999999, 0.0542, 0.5133, 0.56445, 0.0999
180, 0.9910534649999999, 0.0312, 0.5204, 0.5699, 0.1003
190, 0.987081075, 0.0412, 0.5173, 0.5676, 0.10015
200, 0.9861169350000001, 0.041, 0.517, 0.56815, 0.10005
