200, 0.028130415, 0.9973, 0.083, 0.10245, 0.1
196, 0.055054030000000004, 0.9976, 0.08175, 0.103, 0.10025
10, 0.9430811349999999, 0.2677, 0.66805, 0.36165, 0.1
20, 0.744226865, 0.4676, 0.55795, 0.3761, 0.10005
30, 0.7295987849999999, 0.5692, 0.53755, 0.35525, 0.10005
40, 0.85350829, 0.3342, 0.58165, 0.41825, 0.1
50, 0.9404221450000001, 0.1762, 0.60095, 0.45885, 0.1
60, 0.427330975, 0.6521, 0.42115, 0.2888, 0.09985
70, 0.8482760049999999, 0.351, 0.57505, 0.42255, 0.1
80, 0.94417577, 0.1992, 0.5715, 0.4768, 0.1
90, 0.902397895, 0.176, 0.5851, 0.46185, 0.1
100, 0.80170146, 0.3513, 0.5489, 0.4166, 0.09995
110, 0.862005225, 0.2556, 0.4837, 0.4911, 0.10005
120, 0.6478405549999999, 0.5411, 0.36905, 0.37905, 0.1002
130, 0.70481549, 0.4575, 0.4248, 0.409, 0.1
140, 0.9385675949999999, 0.1483, 0.52595, 0.52245, 0.0999
150, 0.8277430200000001, 0.2866, 0.48435, 0.4758, 0.1
160, 0.6809477100000001, 0.5353, 0.3654, 0.3922, 0.1
170, 0.6236222249999999, 0.694, 0.30815, 0.34105, 0.10005
180, 0.448561615, 0.9058, 0.17215, 0.20775, 0.1001
190, 0.43758304000000003, 0.96, 0.14075, 0.1746, 0.1
200, 0.028130415, 0.9973, 0.083, 0.10245, 0.1
