200, 0.8789377850000001, 0.63, 0.428, 0.50825, 0.09995
192, 0.8779266600000001, 0.6287, 0.43275, 0.50575, 0.1
10, 0.772321505, 0.69, 0.5909, 0.31855, 0.09995
20, 0.8038824649999999, 0.5975, 0.5296, 0.39185, 0.1
30, 0.8303755799999999, 0.5445, 0.52345, 0.421, 0.1
40, 0.808233945, 0.5707, 0.5444, 0.39745, 0.1
50, 0.837421795, 0.5307, 0.5209, 0.4214, 0.1
60, 0.8025916, 0.5718, 0.52145, 0.3941, 0.10005
70, 0.834129425, 0.5159, 0.5159, 0.4235, 0.09995
80, 0.8501983299999999, 0.4833, 0.5364, 0.427, 0.1
90, 0.808581745, 0.5786, 0.53655, 0.39885, 0.09995
100, 0.79092394, 0.6166, 0.5654, 0.3682, 0.1
110, 0.886805525, 0.4721, 0.4423, 0.4965, 0.1
120, 0.8888191700000001, 0.4682, 0.4569, 0.4992, 0.09995
130, 0.85705964, 0.5626, 0.4509, 0.4659, 0.1
140, 0.87156835, 0.4973, 0.46215, 0.47875, 0.10005
150, 0.88410864, 0.4635, 0.47545, 0.4923, 0.1
160, 0.8837077349999998, 0.5683, 0.43385, 0.50565, 0.0998
170, 0.8747465299999999, 0.6096, 0.42865, 0.49995, 0.1
180, 0.8865764600000001, 0.5372, 0.4379, 0.50775, 0.1
190, 0.87749637, 0.6196, 0.4297, 0.5025, 0.1
200, 0.8789377850000001, 0.63, 0.428, 0.50825, 0.09995
