200, 0.7826675900000001, 0.5438, 0.36775, 0.4342, 0.10015
195, 0.8349531250000001, 0.4159, 0.40955, 0.46965, 0.09995
10, 0.887521175, 0.3639, 0.61325, 0.395, 0.1
20, 0.92504356, 0.2646, 0.5828, 0.45645, 0.1
30, 0.87694929, 0.3715, 0.59385, 0.41015, 0.1
40, 0.90859688, 0.2418, 0.5418, 0.47315, 0.1
50, 0.909818525, 0.3541, 0.56765, 0.46195, 0.1
60, 0.90662471, 0.2937, 0.54165, 0.47435, 0.10005
70, 0.9333191349999999, 0.2384, 0.5455, 0.48495, 0.09995
80, 0.8143343999999999, 0.4598, 0.51145, 0.42405, 0.10005
90, 0.94420782, 0.1931, 0.56555, 0.4894, 0.1
100, 0.9587846350000001, 0.1866, 0.5727, 0.4907, 0.1
110, 0.9772572650000002, 0.097, 0.5216, 0.5515, 0.10005
120, 0.9010391250000002, 0.2757, 0.47065, 0.501, 0.10005
130, 0.94796429, 0.205, 0.51195, 0.5322, 0.1
140, 0.9520150199999999, 0.2087, 0.51525, 0.52835, 0.0999
150, 0.9500123000000001, 0.1627, 0.51895, 0.5262, 0.0999
160, 0.9107650350000002, 0.2149, 0.47085, 0.5202, 0.1
170, 0.885678735, 0.2817, 0.4564, 0.5054, 0.09985
180, 0.7710166199999999, 0.567, 0.35605, 0.42085, 0.1
190, 0.78816228, 0.5416, 0.36585, 0.4348, 0.09995
200, 0.7826675900000001, 0.5438, 0.36775, 0.4342, 0.10015
