200, 0.94669451, 0.0912, 0.5151, 0.5441, 0.10005
199, 0.954523475, 0.0768, 0.51755, 0.5479, 0.10015
10, 0.9628496999999998, 0.1094, 0.5943, 0.47005, 0.09995
20, 0.954450245, 0.1076, 0.59835, 0.4689, 0.1
30, 0.30104369000000003, 0.8102, 0.3196, 0.21805, 0.09995
40, 0.44341307999999996, 0.6997, 0.40575, 0.27825, 0.1003
50, 0.6516584200000001, 0.4278, 0.45475, 0.39555, 0.10025
60, 0.773471235, 0.3166, 0.5272, 0.4261, 0.1001
70, 0.84246581, 0.2082, 0.55575, 0.4565, 0.10005
80, 0.645281795, 0.4638, 0.5382, 0.3642, 0.09995
90, 0.693461135, 0.3979, 0.499, 0.399, 0.1
100, 0.24125501500000002, 0.8018, 0.2841, 0.20965, 0.1001
110, 0.83259664, 0.2342, 0.47435, 0.4912, 0.1001
120, 0.73685665, 0.3865, 0.4279, 0.43545, 0.1
130, 0.46582559, 0.699, 0.28425, 0.28965, 0.1
140, 0.35774721499999995, 0.7991, 0.2347, 0.23735, 0.1
150, 0.86896239, 0.2594, 0.4935, 0.4883, 0.09995
160, 0.9580468950000001, 0.0749, 0.5183, 0.547, 0.0999
170, 0.9442765049999999, 0.0991, 0.5089, 0.5419, 0.1003
180, 0.9585642200000001, 0.0683, 0.51875, 0.5514, 0.10015
190, 0.9505181749999999, 0.0825, 0.51675, 0.546, 0.1001
200, 0.94669451, 0.0912, 0.5151, 0.5441, 0.10005
